BookingID,CustomerID,DriverID,CabID,BookingDate,PickupLocation,DropoffLocation,TripStart,TripEnd,DistanceKM,Fare,Status
1716,415,39,58,2025-04-25 20:52:03,Market,Airport,2025-04-25 21:21:03,2025-04-25 21:42:03,10.66,129.01,Completed
1717,205,28,54,2025-08-16 01:24:26,University,Market,2025-08-16 01:43:26,,2.19,30.6,Cancelled
1718,392,30,50,2025-07-17 07:11:34,Mall,University,2025-07-17 07:28:34,,20.52,208.29,Cancelled
1719,128,42,14,2025-06-14 21:02:44,Office,Airport,2025-06-14 21:18:44,,9.32,119.44,Cancelled
1720,201,13,17,2025-06-25 18:05:54,Office,Station,2025-06-25 18:12:54,2025-06-25 18:22:54,5.22,58.36,Completed
1721,480,34,9,2025-04-23 10:02:30,Market,University,2025-04-23 10:29:30,,7.73,98.95,Cancelled
1722,351,13,17,2025-08-06 05:43:00,Mall,University,2025-08-06 06:12:00,2025-08-06 06:50:00,19.08,219.98,Completed
1723,309,40,3,2025-08-26 12:30:26,Airport,University,2025-08-26 12:37:26,,7.64,83.85,Cancelled
1724,415,29,7,2025-05-09 13:45:34,University,Airport,2025-05-09 14:01:34,,18.01,258.46,Ongoing
1725,266,20,56,2025-09-06 08:22:49,Market,Office,2025-09-06 08:37:49,,22.58,311.69,Ongoing
1726,131,7,43,2025-06-04 15:49:37,Office,Mall,2025-06-04 16:03:37,2025-06-04 16:34:37,15.99,176.46,Completed
1727,389,2,14,2025-08-11 16:54:34,Office,Hotel,2025-08-11 17:10:34,2025-08-11 17:36:34,13.18,172.6,Completed
1728,423,6,34,2025-09-21 13:47:13,Office,Mall,2025-09-21 14:08:13,2025-09-21 14:21:13,6.77,80.93,Completed
1729,419,26,42,2025-07-03 11:18:49,Mall,Hotel,2025-07-03 11:27:49,,1.89,23.97,Cancelled
1730,57,41,34,2025-09-30 09:12:18,Office,Mall,2025-09-30 09:18:18,,4.71,58.98,Ongoing
1731,296,9,31,2025-09-30 09:14:44,Hotel,Office,2025-09-30 09:21:44,,18.81,196.14,Cancelled
1732,459,13,17,2025-09-10 12:49:13,Station,University,2025-09-10 13:10:13,2025-09-10 13:30:13,10.02,106.53,Completed
1733,195,37,50,2025-04-18 14:33:50,Market,Station,2025-04-18 14:53:50,2025-04-18 15:02:50,4.52,55.75,Completed
1734,97,49,12,2025-05-08 03:38:38,Station,University,2025-05-08 04:06:38,2025-05-08 04:48:38,21.44,248.77,Completed
1735,331,36,14,2025-06-12 08:42:11,University,Hotel,2025-06-12 09:00:11,2025-06-12 09:10:11,5.41,62.85,Completed
1736,125,37,50,2025-05-23 01:42:56,Market,Office,2025-05-23 01:48:56,2025-05-23 02:14:56,13.08,157.69,Completed
1737,443,30,50,2025-06-15 18:46:52,University,Station,2025-06-15 19:15:52,2025-06-15 19:53:52,19.4,272.92,Completed
1738,411,30,50,2025-06-06 18:16:19,Office,Mall,2025-06-06 18:33:19,2025-06-06 19:09:19,18.13,231.3,Completed
1739,243,41,34,2025-07-05 13:21:05,Office,University,2025-07-05 13:46:05,2025-07-05 14:05:05,9.54,104.42,Completed
1740,433,40,3,2025-09-21 07:11:19,Market,Office,2025-09-21 07:32:19,2025-09-21 08:01:19,14.95,171.16,Completed
1741,73,12,58,2025-06-10 16:04:20,Office,University,2025-06-10 16:14:20,2025-06-10 16:27:20,6.84,89.87,Completed
1742,60,24,34,2025-06-04 01:54:19,Station,Airport,2025-06-04 02:03:19,2025-06-04 02:06:19,1.99,27.32,Completed
1743,273,22,55,2025-04-11 14:46:07,Market,Mall,2025-04-11 15:00:07,2025-04-11 15:28:07,14.34,146.11,Completed
1744,384,34,9,2025-08-30 13:38:26,University,Market,2025-08-30 13:46:26,2025-08-30 14:25:26,19.87,296.31,Completed
1745,450,25,53,2025-06-16 02:40:09,Hotel,Airport,2025-06-16 02:52:09,,20.37,237.87,Cancelled
1746,217,32,35,2025-09-22 07:25:04,Airport,Market,2025-09-22 07:49:04,2025-09-22 08:13:04,12.17,161.75,Completed
1747,357,18,9,2025-05-25 08:41:56,Office,Airport,2025-05-25 09:02:56,,4.26,46.39,Cancelled
1748,85,42,14,2025-08-31 20:06:43,Mall,Office,2025-08-31 20:19:43,2025-08-31 20:51:43,16.23,225.7,Completed
1749,261,43,14,2025-08-24 17:18:36,Market,Office,2025-08-24 17:36:36,,1.58,20.55,Cancelled
1750,264,47,58,2025-07-11 17:11:40,Market,University,2025-07-11 17:17:40,2025-07-11 18:06:40,24.89,373.13,Completed
1751,252,8,45,2025-05-13 14:17:04,Hotel,University,2025-05-13 14:38:04,2025-05-13 14:55:04,8.84,114.48,Completed
1752,184,33,5,2025-10-02 21:44:06,Hotel,Market,2025-10-02 21:53:06,2025-10-02 22:06:06,6.76,100.5,Completed
1753,482,9,31,2025-06-07 12:52:52,Market,Hotel,2025-06-07 12:59:52,2025-06-07 13:03:52,2.34,29.33,Completed
1754,48,12,58,2025-07-19 02:20:03,Station,Office,2025-07-19 02:43:03,2025-07-19 03:17:03,17.26,184.73,Completed
1755,252,2,14,2025-05-10 13:59:13,Airport,Office,2025-05-10 14:14:13,2025-05-10 14:25:13,5.94,73.07,Completed
1756,386,28,54,2025-07-20 03:16:41,University,Mall,2025-07-20 03:27:41,2025-07-20 03:53:41,13.46,175.66,Completed
1757,88,38,56,2025-06-14 14:42:36,Airport,Mall,2025-06-14 14:53:36,2025-06-14 14:56:36,1.9,20.33,Completed
1758,250,38,56,2025-08-16 18:55:44,University,Airport,2025-08-16 19:02:44,2025-08-16 19:19:44,8.64,100.85,Completed
1759,466,22,55,2025-06-06 00:55:06,Station,University,2025-06-06 01:04:06,2025-06-06 01:37:06,16.97,175.58,Completed
1760,387,18,9,2025-05-31 03:12:46,Airport,Mall,2025-05-31 03:24:46,,14.14,141.76,Cancelled
1761,497,49,12,2025-09-05 11:35:36,Mall,Hotel,2025-09-05 12:00:36,2025-09-05 12:16:36,8.17,109.18,Completed
1762,387,15,54,2025-04-19 17:59:27,Hotel,Market,2025-04-19 18:12:27,2025-04-19 18:28:27,8.4,113.64,Completed
1763,215,12,58,2025-08-01 14:24:12,Mall,Office,2025-08-01 14:44:12,2025-08-01 14:55:12,5.93,76.54,Completed
1764,220,24,34,2025-10-05 01:09:16,Office,Station,2025-10-05 01:25:16,,19.94,285.82,Ongoing
1765,470,38,56,2025-04-24 04:14:58,Station,Hotel,2025-04-24 04:44:58,2025-04-24 04:49:58,2.81,38.82,Completed
1766,410,16,11,2025-09-18 02:03:15,Office,Station,2025-09-18 02:21:15,2025-09-18 03:08:15,23.79,327.0,Completed
1767,383,49,12,2025-07-02 22:09:59,Station,University,2025-07-02 22:25:59,2025-07-02 22:39:59,7.46,98.09,Completed
1768,364,8,45,2025-06-28 09:51:44,Airport,Office,2025-06-28 10:04:44,2025-06-28 10:53:44,24.86,307.99,Completed
1769,17,36,14,2025-07-29 10:01:47,Hotel,University,2025-07-29 10:07:47,2025-07-29 10:11:47,2.42,27.2,Completed
1770,173,41,34,2025-06-01 18:00:52,University,Station,2025-06-01 18:20:52,2025-06-01 18:30:52,5.01,53.64,Completed
1771,311,50,2,2025-07-26 14:12:50,Hotel,Airport,2025-07-26 14:38:50,,14.39,205.91,Ongoing
1772,98,12,58,2025-05-25 14:32:13,University,Market,2025-05-25 14:38:13,2025-05-25 15:06:13,14.42,171.42,Completed
1773,303,3,36,2025-06-03 06:02:12,Market,Hotel,2025-06-03 06:32:12,2025-06-03 06:47:12,7.75,98.63,Completed
1774,366,11,34,2025-05-18 22:00:55,Mall,Market,2025-05-18 22:12:55,2025-05-18 22:36:55,12.06,125.18,Completed
1775,214,44,5,2025-06-28 19:13:21,Office,Hotel,2025-06-28 19:34:21,2025-06-28 19:59:21,12.71,172.42,Completed
1776,166,4,34,2025-05-23 17:02:08,Airport,Station,2025-05-23 17:22:08,2025-05-23 18:02:08,20.38,231.34,Completed
1777,127,4,34,2025-06-20 20:55:49,Station,Mall,2025-06-20 21:19:49,2025-06-20 21:38:49,9.66,120.07,Completed
1778,73,45,47,2025-09-19 03:13:14,Hotel,Office,2025-09-19 03:18:14,,13.03,145.46,Cancelled
1779,337,25,53,2025-07-31 18:24:00,University,Station,2025-07-31 18:45:00,2025-07-31 19:10:00,12.66,166.05,Completed
1780,76,15,54,2025-07-29 13:12:10,Office,Market,2025-07-29 13:35:10,,9.77,98.22,Cancelled
1781,357,32,35,2025-07-02 23:57:25,Office,University,2025-07-03 00:20:25,2025-07-03 00:56:25,18.41,264.31,Completed
1782,397,13,17,2025-09-24 18:13:07,Station,Office,2025-09-24 18:32:07,2025-09-24 18:59:07,13.75,188.33,Completed
1783,407,31,27,2025-08-04 21:29:33,University,Office,2025-08-04 21:37:33,2025-08-04 21:48:33,5.89,69.98,Completed
1784,211,21,22,2025-08-22 21:39:12,Office,University,2025-08-22 21:48:12,2025-08-22 22:23:12,17.64,220.13,Completed
1785,84,16,11,2025-06-26 05:54:40,Airport,Office,2025-06-26 06:17:40,,10.62,147.4,Cancelled
1786,293,26,42,2025-06-24 22:39:25,University,Hotel,2025-06-24 22:56:25,2025-06-24 23:02:25,3.11,35.48,Completed
1787,500,46,11,2025-05-25 03:48:17,Market,Hotel,2025-05-25 04:18:17,,9.87,118.19,Ongoing
1788,270,7,43,2025-07-25 14:17:21,Market,Office,2025-07-25 14:43:21,2025-07-25 14:57:21,7.01,83.77,Completed
1789,244,41,34,2025-06-22 08:06:25,University,Station,2025-06-22 08:18:25,,16.87,210.8,Cancelled
1790,294,23,28,2025-04-10 15:18:15,Station,Office,2025-04-10 15:29:15,2025-04-10 15:41:15,6.27,81.69,Completed
1791,444,16,11,2025-05-13 04:09:59,Airport,Mall,2025-05-13 04:38:59,,1.08,13.72,Cancelled
1792,115,31,27,2025-09-28 08:42:32,Market,Mall,2025-09-28 08:49:32,2025-09-28 09:19:32,15.34,167.75,Completed
1793,419,34,9,2025-10-01 22:57:48,Hotel,Airport,2025-10-01 23:14:48,2025-10-01 23:25:48,5.7,78.42,Completed
1794,372,5,31,2025-08-25 05:08:14,Hotel,Station,2025-08-25 05:38:14,2025-08-25 06:10:14,16.36,189.44,Completed
1795,276,4,34,2025-07-14 13:14:58,University,Airport,2025-07-14 13:25:58,,4.32,51.96,Cancelled
1796,180,19,17,2025-06-13 13:37:10,Station,Hotel,2025-06-13 13:50:10,2025-06-13 13:59:10,4.69,48.47,Completed
1797,175,38,56,2025-08-06 18:53:47,Airport,Station,2025-08-06 18:59:47,2025-08-06 19:23:47,12.22,178.37,Completed
1798,494,31,27,2025-07-12 04:22:14,University,Station,2025-07-12 04:48:14,,19.15,273.14,Cancelled
1799,56,29,7,2025-07-26 03:58:50,Airport,Station,2025-07-26 04:21:50,,22.05,282.91,Cancelled
1800,16,49,12,2025-08-15 01:34:06,Office,Airport,2025-08-15 01:45:06,2025-08-15 02:09:06,12.38,130.11,Completed
1801,278,44,5,2025-08-31 08:00:39,University,Office,2025-08-31 08:17:39,2025-08-31 08:28:39,5.82,83.62,Completed
1802,418,34,9,2025-06-20 07:15:55,University,Hotel,2025-06-20 07:24:55,2025-06-20 08:02:55,19.28,257.37,Completed
1803,308,15,54,2025-09-30 22:44:53,Office,University,2025-09-30 23:06:53,,7.45,107.86,Cancelled
1804,207,26,42,2025-07-09 09:36:38,Mall,Office,2025-07-09 09:55:38,2025-07-09 10:43:38,24.02,244.48,Completed
1805,217,11,34,2025-09-22 00:46:27,Market,Mall,2025-09-22 01:04:27,2025-09-22 01:26:27,11.49,142.3,Completed
1806,171,43,14,2025-09-13 19:42:27,Station,Airport,2025-09-13 20:01:27,2025-09-13 20:46:27,22.97,304.71,Completed
1807,2,9,31,2025-08-06 21:21:48,Mall,Airport,2025-08-06 21:39:48,2025-08-06 21:42:48,1.98,23.07,Completed
1808,52,23,28,2025-09-25 00:58:14,Hotel,Mall,2025-09-25 01:14:14,,2.27,32.1,Cancelled
1809,174,18,9,2025-07-12 05:19:41,Station,Mall,2025-07-12 05:43:41,2025-07-12 06:29:41,23.39,311.15,Completed
1810,310,37,50,2025-06-11 09:13:40,Station,Mall,2025-06-11 09:36:40,,8.03,119.41,Cancelled
1811,277,22,55,2025-09-13 12:11:08,Station,Mall,2025-09-13 12:31:08,,6.29,73.41,Cancelled
1812,75,29,7,2025-05-29 15:29:33,Airport,Hotel,2025-05-29 15:41:33,2025-05-29 16:22:33,20.57,254.72,Completed
1813,246,26,42,2025-08-18 05:43:56,Station,University,2025-08-18 05:53:56,2025-08-18 06:34:56,20.92,236.61,Completed
1814,178,31,27,2025-06-27 21:19:20,Station,Airport,2025-06-27 21:38:20,,17.11,227.36,Cancelled
1815,251,4,34,2025-09-22 08:33:21,Airport,University,2025-09-22 09:01:21,2025-09-22 09:06:21,2.79,40.84,Completed
1816,44,46,11,2025-10-07 11:49:07,Station,Hotel,2025-10-07 12:15:07,2025-10-07 12:18:07,1.6,22.72,Completed
1817,233,30,50,2025-04-17 12:44:24,Airport,Hotel,2025-04-17 13:08:24,2025-04-17 13:10:24,1.28,13.34,Completed
1818,226,38,56,2025-05-04 12:56:39,Mall,Office,2025-05-04 13:13:39,2025-05-04 13:29:39,8.44,107.27,Completed
1819,203,24,34,2025-05-28 03:18:21,Market,Hotel,2025-05-28 03:34:21,2025-05-28 04:16:21,21.18,257.73,Completed
1820,377,50,2,2025-05-13 20:24:41,University,Office,2025-05-13 20:35:41,2025-05-13 20:41:41,3.39,37.42,Completed
1821,365,16,11,2025-04-23 17:09:44,Airport,University,2025-04-23 17:38:44,2025-04-23 18:09:44,15.54,222.83,Completed
1822,369,20,56,2025-05-23 17:21:41,Market,Office,2025-05-23 17:46:41,2025-05-23 18:31:41,22.94,324.35,Completed
1823,217,38,56,2025-05-02 06:26:26,Market,Office,2025-05-02 06:43:26,2025-05-02 07:04:26,10.5,105.12,Completed
1824,323,28,54,2025-08-09 18:18:17,Hotel,Station,2025-08-09 18:46:17,2025-08-09 19:13:17,13.91,161.72,Completed
1825,368,35,39,2025-09-28 09:55:02,Office,Market,2025-09-28 10:21:02,,20.49,233.57,Ongoing
1826,388,35,39,2025-06-18 22:46:20,Hotel,Market,2025-06-18 23:11:20,2025-06-18 23:59:20,24.24,329.34,Completed
1827,489,37,50,2025-05-11 09:38:19,Market,Airport,2025-05-11 09:50:19,,1.45,20.06,Cancelled
1828,408,18,9,2025-07-15 19:47:37,Market,Station,2025-07-15 19:52:37,2025-07-15 20:35:37,21.84,283.32,Completed
1829,130,32,35,2025-06-16 20:00:28,University,Hotel,2025-06-16 20:21:28,2025-06-16 20:43:28,11.24,116.64,Completed
1830,105,7,43,2025-09-26 15:23:40,Hotel,Mall,2025-09-26 15:36:40,2025-09-26 16:10:40,17.22,218.98,Completed
1831,410,38,56,2025-08-24 21:08:12,University,Mall,2025-08-24 21:25:12,2025-08-24 21:51:12,13.19,152.98,Completed
1832,264,46,11,2025-06-26 16:05:07,Office,Airport,2025-06-26 16:16:07,2025-06-26 16:18:07,1.29,14.16,Completed
1833,118,20,56,2025-07-15 01:18:18,Office,Station,2025-07-15 01:37:18,2025-07-15 02:06:18,14.86,160.17,Completed
1834,383,30,50,2025-07-26 13:31:30,Station,Mall,2025-07-26 13:57:30,,22.6,246.73,Cancelled
1835,394,35,39,2025-06-22 09:15:24,Mall,Market,2025-06-22 09:22:24,2025-06-22 09:52:24,15.12,201.63,Completed
1836,196,20,56,2025-05-15 05:15:15,University,Hotel,2025-05-15 05:22:15,,22.06,234.9,Ongoing
1837,68,19,17,2025-05-08 18:55:27,Mall,Station,2025-05-08 19:03:27,2025-05-08 19:37:27,17.16,253.78,Completed
1838,448,38,56,2025-04-13 00:50:43,Office,Hotel,2025-04-13 00:57:43,2025-04-13 01:35:43,19.14,253.22,Completed
1839,358,20,56,2025-07-07 23:48:07,Mall,Airport,2025-07-07 23:56:07,2025-07-08 00:29:07,16.99,244.6,Completed
1840,491,37,50,2025-09-16 15:48:31,Hotel,Office,2025-09-16 16:05:31,,16.94,244.88,Cancelled
1841,285,48,60,2025-05-11 08:27:21,University,Mall,2025-05-11 08:50:21,2025-05-11 09:32:21,21.46,248.93,Completed
1842,102,21,22,2025-07-03 16:41:18,Market,Hotel,2025-07-03 17:11:18,2025-07-03 17:57:18,23.2,242.95,Completed
1843,71,33,5,2025-08-29 14:25:27,Mall,Station,2025-08-29 14:41:27,2025-08-29 15:18:27,18.53,221.46,Completed
1844,278,29,7,2025-10-04 15:05:33,Station,Market,2025-10-04 15:18:33,,15.48,194.31,Cancelled
1845,273,25,53,2025-07-23 10:10:11,Airport,Office,2025-07-23 10:22:11,2025-07-23 10:25:11,1.97,25.09,Completed
1846,358,42,14,2025-05-12 20:08:40,Office,Station,2025-05-12 20:29:40,2025-05-12 21:15:40,23.05,343.29,Completed
1847,308,43,14,2025-05-05 11:59:27,Mall,Market,2025-05-05 12:16:27,,9.8,131.3,Ongoing
1848,389,50,2,2025-07-03 18:25:24,Market,Mall,2025-07-03 18:31:24,2025-07-03 18:52:24,10.72,152.78,Completed
1849,265,14,30,2025-05-20 08:57:24,Market,Station,2025-05-20 09:27:24,2025-05-20 09:56:24,14.9,181.66,Completed
1850,61,22,55,2025-04-24 13:06:37,University,Market,2025-04-24 13:27:37,2025-04-24 14:14:37,23.57,346.65,Completed
1851,441,4,34,2025-06-16 08:08:48,Airport,Hotel,2025-06-16 08:34:48,,14.58,189.88,Cancelled
1852,112,9,31,2025-05-05 12:02:57,Market,Hotel,2025-05-05 12:15:57,2025-05-05 12:20:57,2.94,35.56,Completed
1853,325,31,27,2025-09-12 19:53:11,Market,Airport,2025-09-12 20:00:11,,17.06,231.87,Cancelled
1854,98,7,43,2025-06-28 12:17:59,University,Hotel,2025-06-28 12:24:59,2025-06-28 12:53:59,14.91,164.95,Completed
1855,301,30,50,2025-04-27 07:10:24,University,Office,2025-04-27 07:27:24,,10.3,148.46,Ongoing
1856,352,28,54,2025-07-31 17:30:53,Airport,Station,2025-07-31 17:49:53,,19.65,208.4,Cancelled
1857,101,30,50,2025-04-29 01:32:26,Airport,University,2025-04-29 01:37:26,2025-04-29 01:42:26,2.61,34.14,Completed
1858,342,26,42,2025-08-09 16:17:07,Market,University,2025-08-09 16:28:07,,2.75,39.31,Cancelled
1859,445,25,53,2025-05-04 22:58:59,Mall,Station,2025-05-04 23:07:59,,18.46,217.43,Cancelled
1860,112,44,5,2025-06-12 23:15:59,Market,Station,2025-06-12 23:34:59,,12.25,156.41,Cancelled
1861,248,14,30,2025-08-07 01:29:25,Mall,Market,2025-08-07 01:37:25,2025-08-07 01:41:25,2.1,29.99,Completed
1862,23,34,9,2025-04-24 20:29:05,Station,Market,2025-04-24 20:38:05,2025-04-24 20:52:05,7.31,86.86,Completed
1863,335,20,56,2025-09-16 02:45:51,University,Mall,2025-09-16 03:04:51,2025-09-16 03:40:51,18.17,206.2,Completed
1864,340,13,17,2025-06-07 09:36:38,Mall,Station,2025-06-07 09:45:38,,22.2,223.72,Ongoing
1865,490,35,39,2025-08-19 16:19:17,Station,Hotel,2025-08-19 16:26:17,2025-08-19 16:35:17,4.69,47.79,Completed
1866,115,10,8,2025-06-12 21:13:22,Station,Airport,2025-06-12 21:23:22,2025-06-12 21:43:22,10.12,113.56,Completed
1867,176,1,47,2025-07-30 09:13:45,Hotel,Mall,2025-07-30 09:38:45,2025-07-30 10:20:45,21.16,275.21,Completed
1868,384,14,30,2025-07-26 05:41:12,Airport,Station,2025-07-26 05:48:12,2025-07-26 06:25:12,18.66,251.92,Completed
1869,74,17,40,2025-10-07 21:51:16,Office,University,2025-10-07 22:00:16,,16.82,177.49,Cancelled
1870,327,49,12,2025-04-26 19:09:57,University,Mall,2025-04-26 19:38:57,2025-04-26 19:42:57,2.0,25.53,Completed
1871,480,42,14,2025-05-27 10:28:38,Office,University,2025-05-27 10:41:38,2025-05-27 10:55:38,7.11,105.48,Completed
1872,133,49,12,2025-06-17 21:10:04,Market,University,2025-06-17 21:29:04,,22.21,260.4,Cancelled
1873,463,7,43,2025-08-29 20:25:01,University,Airport,2025-08-29 20:39:01,2025-08-29 21:08:01,14.62,195.14,Completed
1874,146,10,8,2025-06-14 23:23:38,Office,Market,2025-06-14 23:39:38,2025-06-15 00:15:38,18.2,217.87,Completed
1875,249,10,8,2025-08-03 13:39:11,Station,Airport,2025-08-03 13:54:11,2025-08-03 14:32:11,19.42,195.44,Completed
1876,200,26,42,2025-09-23 10:37:15,Airport,Market,2025-09-23 10:45:15,,3.35,49.42,Cancelled
1877,294,32,35,2025-06-22 19:31:51,Airport,Mall,2025-06-22 19:39:51,2025-06-22 19:56:51,8.95,130.11,Completed
1878,146,26,42,2025-08-18 22:02:59,Office,Hotel,2025-08-18 22:09:59,,10.21,151.28,Cancelled
1879,112,20,56,2025-08-20 19:51:07,University,Office,2025-08-20 20:16:07,2025-08-20 20:35:07,9.77,139.77,Completed
1880,42,18,9,2025-04-10 18:14:25,Market,Hotel,2025-04-10 18:39:25,2025-04-10 19:15:25,18.09,260.05,Completed
1881,425,24,34,2025-10-06 11:09:35,Airport,Office,2025-10-06 11:20:35,2025-10-06 12:05:35,22.66,248.29,Completed
1882,365,32,35,2025-04-12 00:37:22,Station,Market,2025-04-12 00:57:22,,20.96,221.32,Cancelled
1883,219,50,2,2025-05-18 17:40:37,Airport,Hotel,2025-05-18 18:06:37,2025-05-18 18:23:37,8.59,118.03,Completed
1884,486,4,34,2025-07-17 14:52:32,Mall,Hotel,2025-07-17 15:07:32,2025-07-17 15:55:32,24.38,313.74,Completed
1885,39,27,19,2025-07-09 05:03:38,University,Hotel,2025-07-09 05:30:38,,7.21,80.57,Cancelled
1886,483,5,31,2025-07-08 11:40:35,Mall,Hotel,2025-07-08 11:55:35,,23.48,346.28,Cancelled
1887,268,21,22,2025-04-30 22:11:39,Mall,University,2025-04-30 22:36:39,2025-04-30 22:47:39,5.68,62.1,Completed
1888,289,22,55,2025-06-14 04:26:34,Mall,Office,2025-06-14 04:49:34,2025-06-14 05:16:34,13.52,156.41,Completed
1889,145,36,14,2025-09-06 18:26:15,Office,Mall,2025-09-06 18:37:15,2025-09-06 19:10:15,16.68,188.34,Completed
1890,389,25,53,2025-08-05 15:13:22,Mall,Station,2025-08-05 15:34:22,,16.95,212.86,Cancelled
1891,228,16,11,2025-06-15 18:10:27,Market,Airport,2025-06-15 18:36:27,,24.33,297.51,Ongoing
1892,390,42,14,2025-10-09 01:44:34,Mall,University,2025-10-09 01:49:34,2025-10-09 02:13:34,12.16,164.38,Completed
1893,301,25,53,2025-04-21 01:19:54,Office,Market,2025-04-21 01:33:54,2025-04-21 02:04:54,15.58,178.62,Completed
1894,121,13,17,2025-06-03 02:25:17,Hotel,University,2025-06-03 02:41:17,2025-06-03 02:56:17,7.87,89.55,Completed
1895,238,31,27,2025-07-31 02:22:01,Airport,Hotel,2025-07-31 02:46:01,2025-07-31 02:56:01,5.36,76.04,Completed
1896,42,48,60,2025-07-11 21:42:56,Station,Airport,2025-07-11 22:01:56,,23.35,281.4,Ongoing
1897,34,40,3,2025-07-27 22:49:37,Airport,Hotel,2025-07-27 23:11:37,2025-07-27 23:15:37,2.35,24.87,Completed
1898,384,19,17,2025-04-27 04:56:14,Airport,Mall,2025-04-27 05:10:14,,1.17,16.59,Cancelled
1899,497,16,11,2025-08-13 16:27:49,Station,Airport,2025-08-13 16:40:49,2025-08-13 16:49:49,4.99,59.05,Completed
1900,237,45,47,2025-08-28 03:53:18,Station,Market,2025-08-28 04:13:18,2025-08-28 05:00:18,23.67,308.18,Completed
1901,43,2,14,2025-06-11 05:54:52,Mall,University,2025-06-11 06:10:52,,8.59,118.72,Cancelled
1902,331,17,40,2025-08-17 16:43:46,Hotel,Office,2025-08-17 17:03:46,2025-08-17 17:17:46,7.39,80.06,Completed
1903,363,47,58,2025-05-07 15:52:26,Office,Market,2025-05-07 15:58:26,2025-05-07 16:40:26,21.2,228.9,Completed
1904,270,9,31,2025-07-30 05:24:36,Hotel,Mall,2025-07-30 05:41:36,,19.64,250.09,Ongoing
1905,337,4,34,2025-08-29 23:24:47,Market,Mall,2025-08-29 23:41:47,2025-08-29 23:57:47,8.38,118.0,Completed
1906,75,48,60,2025-07-26 17:32:18,Hotel,Market,2025-07-26 17:41:18,,23.95,313.4,Cancelled
1907,188,22,55,2025-06-11 06:40:25,Office,University,2025-06-11 06:45:25,,2.8,31.51,Cancelled
1908,197,47,58,2025-04-24 13:02:37,Airport,University,2025-04-24 13:10:37,2025-04-24 13:26:37,8.26,110.89,Completed
1909,457,26,42,2025-10-02 04:29:45,Office,Hotel,2025-10-02 04:55:45,2025-10-02 05:15:45,10.34,115.94,Completed
1910,33,39,58,2025-08-31 22:50:21,Hotel,Market,2025-08-31 23:09:21,2025-08-31 23:25:21,8.28,99.08,Completed
1911,498,36,14,2025-04-19 17:10:41,Hotel,Airport,2025-04-19 17:40:41,,4.51,55.01,Cancelled
1912,139,15,54,2025-05-30 15:33:31,Station,Office,2025-05-30 15:41:31,2025-05-30 15:48:31,3.94,57.77,Completed
1913,150,46,11,2025-04-15 16:27:02,Hotel,Airport,2025-04-15 16:53:02,2025-04-15 17:11:02,9.33,94.66,Completed
1914,463,49,12,2025-09-05 10:06:21,Station,Hotel,2025-09-05 10:16:21,2025-09-05 10:22:21,3.1,42.25,Completed
1915,248,39,58,2025-06-30 17:54:31,Market,Office,2025-06-30 18:12:31,,14.19,189.6,Ongoing
1916,397,16,11,2025-08-30 04:57:45,Market,University,2025-08-30 05:17:45,2025-08-30 05:38:45,10.68,153.9,Completed
1917,131,10,8,2025-04-27 17:50:54,Mall,Office,2025-04-27 18:03:54,2025-04-27 18:31:54,14.32,201.9,Completed
1918,451,12,58,2025-06-08 14:00:44,Office,Hotel,2025-06-08 14:11:44,2025-06-08 14:50:44,19.82,246.13,Completed
1919,198,9,31,2025-05-26 02:30:43,Airport,Mall,2025-05-26 02:54:43,2025-05-26 03:00:43,3.09,36.11,Completed
1920,283,21,22,2025-04-14 05:18:03,Market,Office,2025-04-14 05:25:03,,2.19,25.45,Ongoing
1921,171,32,35,2025-05-13 04:42:17,Station,University,2025-05-13 04:57:17,2025-05-13 05:02:17,2.61,27.35,Completed
1922,253,22,55,2025-06-17 19:19:33,Hotel,University,2025-06-17 19:27:33,2025-06-17 19:41:33,7.07,98.42,Completed
1923,272,45,47,2025-08-06 16:10:00,University,Hotel,2025-08-06 16:27:00,2025-08-06 16:45:00,9.24,120.43,Completed
1924,43,31,27,2025-07-31 03:06:41,Airport,Hotel,2025-07-31 03:17:41,,17.11,185.22,Cancelled
1925,7,35,39,2025-09-27 06:22:37,Hotel,Market,2025-09-27 06:50:37,2025-09-27 07:17:37,13.66,158.26,Completed
1926,335,23,28,2025-08-23 05:10:23,Station,University,2025-08-23 05:37:23,,21.74,323.42,Ongoing
1927,470,8,45,2025-06-27 11:21:36,Office,University,2025-06-27 11:26:36,,23.01,331.84,Ongoing
1928,128,9,31,2025-09-17 23:50:07,Station,Hotel,2025-09-18 00:19:07,2025-09-18 00:51:07,16.42,246.19,Completed
1929,232,37,50,2025-09-28 03:00:35,Market,Office,2025-09-28 03:22:35,2025-09-28 03:27:35,2.56,28.2,Completed
1930,44,4,34,2025-07-06 11:28:44,Airport,Hotel,2025-07-06 11:53:44,,8.84,108.99,Ongoing
1931,16,26,42,2025-08-19 10:18:09,Office,Hotel,2025-08-19 10:32:09,,15.8,165.28,Ongoing
1932,230,17,40,2025-05-31 03:39:20,Airport,Mall,2025-05-31 03:51:20,,10.56,118.58,Ongoing
1933,49,36,14,2025-08-02 08:18:03,Market,Hotel,2025-08-02 08:40:03,2025-08-02 08:57:03,8.6,99.88,Completed
