TripID,BookingID,StartTime,EndTime,DistanceKM,Fare,PaymentMethod,SurgeMultiplier,Stops,GPSRoute
816,816,2025-08-19 19:08:14,2025-08-19 19:56:14,24.21,259.42,Wallet,1.26,1,
818,818,2025-07-23 20:40:14,2025-07-23 20:59:14,9.64,108.79,Cash,1.47,3,
819,819,2025-09-03 01:23:02,2025-09-03 01:47:02,12.2,123.97,Cash,1.16,3,
820,820,2025-05-17 04:40:43,2025-05-17 05:10:43,15.41,173.73,Cash,1.4,2,
821,821,2025-05-17 15:59:29,2025-05-17 16:41:29,21.19,269.98,Wallet,1.14,2,
823,823,2025-06-02 09:42:47,2025-06-02 10:11:47,14.76,217.31,Cash,1.47,0,
824,824,2025-04-11 08:19:50,2025-04-11 08:45:50,13.15,141.12,Cash,1.28,0,
825,825,2025-09-05 06:14:17,2025-09-05 06:32:17,9.34,100.11,Cash,1.08,0,
826,826,2025-06-03 19:59:36,2025-06-03 20:03:36,2.37,32.48,Card,1.45,2,
827,827,2025-06-26 10:11:09,2025-06-26 10:14:09,1.61,19.34,Cash,1.02,1,
828,828,2025-07-25 11:42:22,2025-07-25 12:16:22,17.13,248.1,Cash,1.27,2,
829,829,2025-09-23 23:37:46,2025-09-24 00:26:46,24.6,322.47,Card,1.2,2,
832,832,2025-08-19 21:51:20,2025-08-19 22:08:20,8.71,114.88,Wallet,1.29,3,
833,833,2025-05-14 06:21:02,2025-05-14 06:58:02,18.84,229.83,Wallet,1.28,0,
834,834,2025-04-22 08:40:31,2025-04-22 09:12:31,16.15,237.55,Card,1.37,2,
835,835,2025-06-29 14:22:32,2025-06-29 14:53:32,15.66,194.34,Wallet,1.29,3,
838,838,2025-05-26 14:02:24,2025-05-26 14:14:24,6.0,71.11,Card,1.41,3,
840,840,2025-09-28 16:01:29,2025-09-28 16:39:29,19.04,226.01,Cash,1.25,0,
841,841,2025-05-22 13:02:43,2025-05-22 13:48:43,23.33,283.16,Card,1.47,1,
843,843,2025-10-07 12:29:40,2025-10-07 13:18:40,24.92,267.47,Cash,1.39,0,
846,846,2025-05-25 03:05:52,2025-05-25 03:37:52,16.04,223.04,Wallet,1.27,0,
847,847,2025-05-19 09:42:12,2025-05-19 10:26:12,22.28,241.35,Cash,1.15,0,
848,848,2025-05-26 01:34:34,2025-05-26 01:43:34,4.95,70.14,Card,1.12,1,
849,849,2025-06-27 04:39:41,2025-06-27 05:23:41,22.26,257.98,Wallet,1.0,1,
850,850,2025-10-03 07:30:00,2025-10-03 07:57:00,13.92,182.52,Wallet,1.01,3,
851,851,2025-07-01 10:56:41,2025-07-01 11:11:41,7.55,105.4,Cash,1.34,0,
852,852,2025-09-30 03:54:37,2025-09-30 04:35:37,20.58,246.07,Wallet,1.13,0,
853,853,2025-07-12 01:56:52,2025-07-12 02:31:52,17.71,185.37,Card,1.37,0,
854,854,2025-08-17 09:44:38,2025-08-17 10:33:38,24.83,322.39,Wallet,1.26,0,
855,855,2025-07-13 04:19:29,2025-07-13 04:57:29,19.17,203.03,Cash,1.28,3,
858,858,2025-09-12 04:34:02,2025-09-12 05:21:02,23.99,339.45,Wallet,1.15,1,
859,859,2025-08-27 09:08:46,2025-08-27 09:11:46,1.81,24.58,Wallet,1.11,0,
861,861,2025-04-20 03:18:49,2025-04-20 03:23:49,2.74,35.69,Cash,1.19,0,
862,862,2025-09-20 09:46:37,2025-09-20 09:54:37,4.3,47.55,Card,1.11,2,
863,863,2025-04-20 10:21:13,2025-04-20 10:54:13,16.82,227.38,Cash,1.44,3,
864,864,2025-08-10 04:38:48,2025-08-10 05:08:48,15.15,201.68,Wallet,1.08,1,
865,865,2025-06-18 20:03:30,2025-06-18 20:48:30,22.58,295.94,Cash,1.16,3,
866,866,2025-06-15 03:30:26,2025-06-15 03:58:26,14.01,157.29,Cash,1.43,2,
867,867,2025-09-08 20:02:21,2025-09-08 20:17:21,7.63,110.2,Wallet,1.25,0,
870,870,2025-07-29 22:56:16,2025-07-29 23:31:16,17.98,225.34,Wallet,1.29,0,
871,871,2025-06-12 22:22:36,2025-06-12 23:10:36,24.41,278.37,Card,1.19,0,
872,872,2025-06-08 15:04:08,2025-06-08 15:35:08,15.85,227.9,Wallet,1.4,1,
874,874,2025-04-12 04:58:44,2025-04-12 05:33:44,17.94,258.59,Wallet,1.44,1,
875,875,2025-07-29 22:38:01,2025-07-29 23:22:01,22.19,307.98,Cash,1.27,3,
876,876,2025-06-30 08:16:57,2025-06-30 08:32:57,8.26,86.09,Wallet,1.18,0,
877,877,2025-10-03 17:33:20,2025-10-03 18:03:20,15.33,223.91,Cash,1.13,1,
878,878,2025-08-23 23:16:12,2025-08-23 23:32:12,8.02,93.28,Cash,1.29,2,
879,879,2025-10-07 20:52:50,2025-10-07 21:28:50,18.48,232.84,Card,1.39,0,
880,880,2025-08-03 07:05:15,2025-08-03 07:48:15,21.87,218.99,Card,1.22,0,
881,881,2025-05-13 16:15:33,2025-05-13 16:31:33,8.04,114.61,Wallet,1.04,3,
885,885,2025-09-14 05:27:07,2025-09-14 05:40:07,6.83,95.33,Cash,1.1,3,
888,888,2025-07-12 14:14:26,2025-07-12 14:23:26,4.51,67.46,Cash,1.2,0,
889,889,2025-09-21 12:35:56,2025-09-21 13:19:56,22.43,300.92,Card,1.18,1,
890,890,2025-06-22 23:27:32,2025-06-22 23:43:32,8.31,110.17,Wallet,1.08,2,
893,893,2025-09-03 21:45:01,2025-09-03 21:59:01,7.04,84.05,Cash,1.01,0,
894,894,2025-09-20 07:58:45,2025-09-20 08:32:45,17.48,190.81,Card,1.33,0,
895,895,2025-08-01 03:29:05,2025-08-01 03:34:05,2.52,36.02,Cash,1.16,0,
896,896,2025-06-15 08:28:37,2025-06-15 08:45:37,8.85,90.97,Wallet,1.43,2,
897,897,2025-08-26 23:30:35,2025-08-27 00:05:35,17.52,209.39,Wallet,1.11,0,
898,898,2025-07-04 14:16:04,2025-07-04 14:42:04,13.04,165.15,Card,1.17,3,
899,899,2025-06-22 07:06:22,2025-06-22 07:30:22,12.18,155.9,Wallet,1.1,2,
900,900,2025-05-12 22:51:33,2025-05-12 23:38:33,23.58,303.6,Card,1.47,2,
901,901,2025-06-23 14:54:34,2025-06-23 15:19:34,12.7,156.8,Card,1.46,2,
902,902,2025-04-19 17:39:31,2025-04-19 18:26:31,23.98,300.52,Cash,1.16,2,
903,903,2025-09-19 23:00:49,2025-09-19 23:28:49,14.47,147.85,Wallet,1.14,0,
904,904,2025-05-14 03:03:10,2025-05-14 03:20:10,8.82,117.23,Cash,1.07,0,
906,906,2025-07-28 04:53:23,2025-07-28 05:27:23,17.27,252.22,Wallet,1.48,3,
909,909,2025-05-03 20:37:19,2025-05-03 20:39:19,1.13,15.76,Wallet,1.16,3,
910,910,2025-06-10 02:20:19,2025-06-10 02:35:19,7.94,88.73,Cash,1.46,1,
911,911,2025-07-10 16:33:28,2025-07-10 16:39:28,3.17,45.22,Cash,1.21,1,
912,912,2025-05-01 14:00:01,2025-05-01 14:04:01,2.23,22.81,Wallet,1.36,1,
916,916,2025-07-29 06:57:48,2025-07-29 07:41:48,22.44,306.03,Wallet,1.25,3,
917,917,2025-09-27 09:36:45,2025-09-27 10:25:45,24.64,252.29,Wallet,1.03,3,
918,918,2025-06-18 08:20:03,2025-06-18 08:55:03,17.67,242.64,Cash,1.15,1,
919,919,2025-08-17 08:39:34,2025-08-17 08:41:34,1.49,18.98,Cash,1.06,2,
920,920,2025-05-14 21:44:56,2025-05-14 22:05:56,10.93,120.75,Card,1.49,1,
921,921,2025-06-20 14:04:22,2025-06-20 14:45:22,20.85,296.56,Card,1.07,1,
922,922,2025-07-09 07:50:23,2025-07-09 08:35:23,22.85,294.64,Wallet,1.23,0,
923,923,2025-06-28 02:25:31,2025-06-28 02:27:31,1.09,10.91,Wallet,1.28,2,
924,924,2025-05-07 09:01:40,2025-05-07 09:31:40,15.03,186.07,Wallet,1.26,2,
925,925,2025-06-02 21:07:13,2025-06-02 21:35:13,14.23,180.42,Card,1.31,0,
927,927,2025-04-24 13:16:11,2025-04-24 14:00:11,22.29,255.52,Wallet,1.14,3,
929,929,2025-07-24 02:56:38,2025-07-24 03:33:38,18.8,198.3,Cash,1.15,1,
930,930,2025-04-30 08:00:07,2025-04-30 08:18:07,9.03,103.62,Cash,1.02,0,
931,931,2025-10-03 10:34:30,2025-10-03 11:18:30,22.02,265.39,Wallet,1.11,1,
932,932,2025-08-08 15:59:20,2025-08-08 16:34:20,17.72,206.36,Cash,1.34,1,
933,933,2025-08-18 10:18:03,2025-08-18 10:51:03,16.8,187.45,Cash,1.38,3,
935,935,2025-06-05 02:28:48,2025-06-05 02:45:48,8.71,128.86,Cash,1.01,3,
936,936,2025-05-31 14:05:26,2025-05-31 14:50:26,22.98,333.23,Wallet,1.04,2,
937,937,2025-04-11 01:55:36,2025-04-11 01:58:36,1.92,22.19,Wallet,1.11,1,
938,938,2025-08-24 16:21:49,2025-08-24 16:30:49,4.92,54.43,Cash,1.29,1,
939,939,2025-09-18 09:59:03,2025-09-18 10:26:03,13.7,147.54,Card,1.06,2,
941,941,2025-09-23 10:49:31,2025-09-23 11:14:31,12.8,188.17,Card,1.17,0,
942,942,2025-07-14 10:18:45,2025-07-14 10:38:45,10.01,100.38,Card,1.3,0,
943,943,2025-04-21 17:54:10,2025-04-21 18:04:10,5.18,70.81,Card,1.09,3,
944,944,2025-06-28 04:25:32,2025-06-28 04:34:32,4.6,48.97,Wallet,1.42,0,
945,945,2025-08-01 02:07:47,2025-08-01 02:47:47,20.0,230.55,Wallet,1.15,1,
947,947,2025-07-11 22:23:12,2025-07-11 23:10:12,23.77,248.63,Cash,1.31,2,
948,948,2025-06-20 09:14:41,2025-06-20 09:54:41,20.28,274.99,Cash,1.04,3,
950,950,2025-05-01 13:50:24,2025-05-01 13:52:24,1.45,21.75,Cash,1.4,0,
952,952,2025-07-04 03:42:06,2025-07-04 04:01:06,9.88,107.14,Wallet,1.1,0,
954,954,2025-08-30 07:02:52,2025-08-30 07:16:52,7.24,79.48,Cash,1.11,1,
955,955,2025-09-29 21:40:02,2025-09-29 22:01:02,10.75,157.15,Card,1.5,0,
956,956,2025-05-11 15:48:24,2025-05-11 16:15:24,13.97,159.45,Card,1.3,1,
957,957,2025-08-30 14:40:51,2025-08-30 14:53:51,6.52,86.96,Cash,1.25,3,
958,958,2025-04-26 07:27:52,2025-04-26 08:02:52,17.85,197.32,Wallet,1.01,2,
959,959,2025-10-06 09:35:26,2025-10-06 09:49:26,7.34,100.28,Card,1.46,2,
960,960,2025-10-01 04:19:27,2025-10-01 04:32:27,6.61,92.51,Wallet,1.47,2,
961,961,2025-06-15 10:32:44,2025-06-15 11:05:44,16.75,215.38,Card,1.12,3,
962,962,2025-09-12 17:01:46,2025-09-12 17:03:46,1.38,19.62,Wallet,1.12,2,
964,964,2025-08-21 07:57:29,2025-08-21 07:59:29,1.25,13.12,Card,1.24,0,
965,965,2025-08-17 09:40:28,2025-08-17 09:46:28,3.4,48.05,Cash,1.28,3,
966,966,2025-09-01 23:43:29,2025-09-01 23:47:29,2.35,30.8,Cash,1.39,2,
968,968,2025-09-01 13:45:37,2025-09-01 13:48:37,1.8,18.16,Cash,1.06,2,
972,972,2025-07-06 00:03:01,2025-07-06 00:39:01,18.14,221.27,Cash,1.49,3,
973,973,2025-07-31 14:10:05,2025-07-31 14:30:05,10.37,129.77,Card,1.39,2,
974,974,2025-07-14 13:29:12,2025-07-14 13:51:12,11.31,126.61,Wallet,1.4,1,
975,975,2025-10-05 02:36:44,2025-10-05 02:45:44,4.77,63.97,Card,1.31,1,
976,976,2025-04-11 10:05:31,2025-04-11 10:29:31,12.01,131.59,Cash,1.34,0,
977,977,2025-08-22 10:59:29,2025-08-22 11:17:29,9.31,94.18,Wallet,1.49,3,
978,978,2025-05-12 18:45:59,2025-05-12 18:58:59,6.5,80.2,Cash,1.01,0,
979,979,2025-05-21 05:46:35,2025-05-21 05:58:35,6.07,78.66,Cash,1.05,0,
980,980,2025-08-30 10:07:44,2025-08-30 10:35:44,14.1,165.01,Cash,1.24,3,
982,982,2025-06-12 04:32:16,2025-06-12 05:20:16,24.17,295.28,Cash,1.16,2,
983,983,2025-09-26 07:16:01,2025-09-26 07:29:01,6.81,99.45,Wallet,1.27,1,
984,984,2025-04-16 16:02:11,2025-04-16 16:34:11,16.17,166.87,Wallet,1.1,0,
985,985,2025-09-27 05:35:46,2025-09-27 06:01:46,13.37,173.24,Card,1.08,1,
987,987,2025-09-12 10:13:42,2025-09-12 10:36:42,11.98,139.63,Cash,1.16,2,
989,989,2025-05-25 12:24:24,2025-05-25 12:36:24,6.06,76.04,Wallet,1.23,3,
992,992,2025-05-13 08:27:14,2025-05-13 08:45:14,9.22,116.57,Wallet,1.25,3,
993,993,2025-08-21 21:50:03,2025-08-21 21:52:03,1.25,15.42,Wallet,1.18,1,
994,994,2025-07-12 13:23:51,2025-07-12 14:01:51,19.23,214.86,Wallet,1.24,3,
995,995,2025-08-27 00:56:35,2025-08-27 01:10:35,7.4,99.34,Wallet,1.47,2,
996,996,2025-08-24 19:53:21,2025-08-24 20:06:21,6.87,87.38,Card,1.33,0,
1000,1000,2025-09-01 20:16:42,2025-09-01 20:47:42,15.75,184.59,Card,1.32,1,
1001,1001,2025-08-15 12:06:21,2025-08-15 12:17:21,5.54,81.1,Wallet,1.3,2,
1002,1002,2025-08-20 04:06:42,2025-08-20 04:28:42,11.06,158.82,Cash,1.09,2,
1003,1003,2025-07-28 12:04:12,2025-07-28 12:07:12,1.77,21.21,Cash,1.45,3,
1008,1008,2025-06-16 04:00:31,2025-06-16 04:18:31,9.1,114.51,Cash,1.29,3,
1009,1009,2025-06-23 12:21:50,2025-06-23 12:38:50,8.85,113.38,Card,1.13,2,
1011,1011,2025-05-01 19:18:09,2025-05-01 19:45:09,13.73,154.39,Card,1.24,2,
1012,1012,2025-07-08 13:29:21,2025-07-08 13:54:21,12.68,158.18,Card,1.21,3,
1013,1013,2025-06-24 00:03:28,2025-06-24 00:48:28,22.92,315.04,Wallet,1.17,3,
1017,1017,2025-06-27 19:27:47,2025-06-27 20:01:47,17.37,213.7,Wallet,1.33,0,
1019,1019,2025-09-30 17:10:43,2025-09-30 17:41:43,15.95,164.04,Wallet,1.36,3,
1021,1021,2025-04-14 13:35:23,2025-04-14 13:52:23,8.67,96.96,Card,1.07,0,
1022,1022,2025-07-19 01:19:57,2025-07-19 02:00:57,20.5,278.21,Card,1.06,0,
1023,1023,2025-06-28 13:37:10,2025-06-28 14:17:10,20.39,277.35,Wallet,1.01,1,
1025,1025,2025-10-05 06:29:07,2025-10-05 07:13:07,22.09,233.82,Cash,1.27,3,
1026,1026,2025-08-01 10:06:16,2025-08-01 10:22:16,8.1,82.68,Cash,1.48,3,
1027,1027,2025-06-01 14:52:44,2025-06-01 15:21:44,14.71,149.09,Card,1.37,1,
1029,1029,2025-09-21 05:27:40,2025-09-21 06:02:40,17.64,192.86,Card,1.41,1,
1030,1030,2025-09-16 08:25:33,2025-09-16 08:28:33,1.75,18.37,Wallet,1.39,0,
1035,1035,2025-08-17 01:01:26,2025-08-17 01:35:26,17.43,215.28,Card,1.07,0,
1036,1036,2025-06-27 12:53:00,2025-06-27 13:15:00,11.33,134.43,Card,1.47,2,
1037,1037,2025-08-19 12:19:38,2025-08-19 12:32:38,6.82,84.29,Cash,1.15,1,
1038,1038,2025-09-12 11:36:18,2025-09-12 12:01:18,12.93,132.07,Cash,1.14,0,
1040,1040,2025-08-20 06:53:40,2025-08-20 07:10:40,8.95,116.88,Card,1.04,3,
1041,1041,2025-10-07 09:00:49,2025-10-07 09:06:49,3.46,46.5,Cash,1.08,2,
1042,1042,2025-09-28 17:09:37,2025-09-28 17:23:37,7.37,77.83,Card,1.32,3,
1043,1043,2025-04-26 12:02:12,2025-04-26 12:19:12,8.66,89.21,Card,1.06,0,
1044,1044,2025-08-02 17:44:47,2025-08-02 18:11:47,13.9,207.84,Wallet,1.15,3,
1045,1045,2025-06-08 04:51:34,2025-06-08 05:14:34,11.79,162.91,Cash,1.18,0,
1047,1047,2025-08-12 01:20:09,2025-08-12 01:27:09,3.9,48.91,Card,1.3,3,
1048,1048,2025-08-13 18:24:27,2025-08-13 19:00:27,18.49,260.31,Cash,1.4,1,
1049,1049,2025-04-15 15:21:11,2025-04-15 15:47:11,13.04,187.52,Cash,1.06,1,
1050,1050,2025-07-14 03:58:19,2025-07-14 04:30:19,16.43,183.71,Wallet,1.2,0,
1051,1051,2025-04-12 23:58:54,2025-04-13 00:28:54,15.26,186.32,Card,1.39,0,
1053,1053,2025-09-10 10:06:55,2025-09-10 10:43:55,18.92,231.48,Wallet,1.19,3,
1054,1054,2025-04-14 00:51:32,2025-04-14 01:36:32,22.98,270.17,Cash,1.15,0,
1055,1055,2025-09-30 07:51:15,2025-09-30 08:06:15,7.95,88.61,Wallet,1.18,3,
1056,1056,2025-05-13 00:47:19,2025-05-13 01:20:19,16.58,198.47,Cash,1.4,3,
1058,1058,2025-07-05 04:26:15,2025-07-05 05:02:15,18.02,229.74,Wallet,1.1,2,
1062,1062,2025-07-30 18:30:56,2025-07-30 18:50:56,10.24,103.26,Cash,1.26,1,
1063,1063,2025-09-05 10:17:41,2025-09-05 10:58:41,20.66,265.82,Cash,1.3,3,
1064,1064,2025-06-10 10:15:25,2025-06-10 10:42:25,13.55,186.83,Wallet,1.12,3,
1067,1067,2025-04-27 01:26:12,2025-04-27 01:46:12,10.22,142.59,Cash,1.21,0,
1069,1069,2025-06-25 13:23:04,2025-06-25 14:03:04,20.25,299.8,Card,1.48,3,
1070,1070,2025-04-14 16:50:48,2025-04-14 17:38:48,24.14,290.31,Cash,1.13,0,
1071,1071,2025-07-12 06:42:16,2025-07-12 07:28:16,23.17,279.2,Cash,1.17,2,
1072,1072,2025-07-30 18:20:33,2025-07-30 18:46:33,13.27,172.69,Card,1.12,2,
1074,1074,2025-08-11 01:07:06,2025-08-11 01:33:06,13.41,200.98,Wallet,1.04,2,
1075,1075,2025-05-28 08:30:18,2025-05-28 08:44:18,7.3,83.02,Card,1.04,1,
1076,1076,2025-04-10 13:08:57,2025-04-10 13:43:57,17.63,230.99,Cash,1.12,2,
1077,1077,2025-07-05 17:15:21,2025-07-05 18:02:21,23.51,346.28,Card,1.27,1,
1078,1078,2025-08-15 22:03:45,2025-08-15 22:49:45,23.11,315.42,Card,1.02,3,
1080,1080,2025-08-04 17:05:05,2025-08-04 17:35:05,15.09,223.25,Card,1.31,1,
1081,1081,2025-09-11 19:09:39,2025-09-11 19:56:39,23.63,296.59,Card,1.5,2,
1082,1082,2025-04-16 21:11:32,2025-04-16 21:45:32,17.32,216.86,Card,1.08,2,
1083,1083,2025-04-26 07:45:12,2025-04-26 08:20:12,17.54,197.3,Cash,1.49,2,
1085,1085,2025-04-30 22:48:46,2025-04-30 22:54:46,3.39,39.06,Wallet,1.19,0,
1086,1086,2025-04-25 09:16:27,2025-04-25 10:02:27,23.4,342.16,Wallet,1.33,3,
1087,1087,2025-08-17 03:02:00,2025-08-17 03:29:00,13.74,205.76,Cash,1.5,1,
1088,1088,2025-08-22 22:43:51,2025-08-22 23:03:51,10.23,112.0,Cash,1.31,1,
1090,1090,2025-04-25 14:03:13,2025-04-25 14:40:13,18.72,260.35,Cash,1.25,0,
1091,1091,2025-07-19 22:20:02,2025-07-19 22:57:02,18.51,224.53,Card,1.28,3,
1092,1092,2025-05-13 11:30:24,2025-05-13 11:50:24,10.32,149.0,Card,1.24,1,
1093,1093,2025-05-16 19:58:24,2025-05-16 20:04:24,3.45,44.54,Cash,1.15,0,
1094,1094,2025-07-01 23:20:03,2025-07-01 23:47:03,13.95,193.08,Cash,1.11,0,
1095,1095,2025-06-26 15:15:47,2025-06-26 16:00:47,22.84,262.73,Cash,1.42,1,
1096,1096,2025-09-29 19:05:02,2025-09-29 19:35:02,15.28,222.67,Card,1.2,3,
1098,1098,2025-05-03 14:46:11,2025-05-03 15:25:11,19.75,198.26,Card,1.34,3,
1099,1099,2025-08-12 15:27:46,2025-08-12 16:11:46,22.37,230.41,Cash,1.06,3,
1101,1101,2025-09-27 23:54:17,2025-09-28 00:13:17,9.63,137.63,Card,1.14,0,
1103,1103,2025-07-10 20:01:54,2025-07-10 20:30:54,14.99,169.87,Wallet,1.23,3,
1105,1105,2025-08-13 16:33:21,2025-08-13 17:13:21,20.17,249.39,Card,1.29,3,
1107,1107,2025-08-03 12:20:57,2025-08-03 12:31:57,5.7,79.63,Wallet,1.02,2,
1108,1108,2025-06-05 05:44:27,2025-06-05 06:14:27,15.05,173.66,Card,1.28,0,
1109,1109,2025-04-10 05:57:30,2025-04-10 06:03:30,3.24,47.65,Cash,1.03,2,
1110,1110,2025-08-27 15:44:31,2025-08-27 16:32:31,24.4,275.9,Cash,1.18,0,
1111,1111,2025-10-02 03:41:48,2025-10-02 03:45:48,2.06,20.81,Card,1.22,3,
1112,1112,2025-08-04 23:15:50,2025-08-04 23:25:50,5.45,67.16,Cash,1.43,0,
1113,1113,2025-10-01 12:29:19,2025-10-01 12:50:19,10.75,143.36,Card,1.11,2,
1114,1114,2025-09-24 21:24:52,2025-09-24 21:27:52,1.84,25.31,Wallet,1.48,1,
1116,1116,2025-08-22 14:04:17,2025-08-22 14:28:17,12.12,134.18,Wallet,1.04,1,
1119,1119,2025-06-18 17:34:16,2025-06-18 17:37:16,1.54,17.99,Card,1.41,1,
1121,1121,2025-08-02 00:04:09,2025-08-02 00:25:09,10.74,118.58,Card,1.02,3,
1122,1122,2025-06-03 05:48:54,2025-06-03 06:22:54,17.26,178.19,Card,1.12,3,
1123,1123,2025-05-04 23:30:50,2025-05-05 00:00:50,15.37,171.03,Card,1.48,1,
1124,1124,2025-05-08 12:47:38,2025-05-08 13:21:38,17.21,225.86,Cash,1.13,3,
1125,1125,2025-08-20 03:13:47,2025-08-20 03:37:47,12.35,165.58,Wallet,1.03,2,
1128,1128,2025-08-24 13:24:37,2025-08-24 13:48:37,12.42,152.84,Wallet,1.02,1,
1129,1129,2025-05-25 02:18:14,2025-05-25 02:37:14,9.62,99.5,Wallet,1.22,3,
1130,1130,2025-06-08 15:22:02,2025-06-08 15:55:02,16.89,252.54,Cash,1.35,1,
1132,1132,2025-08-31 00:25:42,2025-08-31 00:49:42,12.23,134.78,Cash,1.1,1,
1133,1133,2025-08-30 03:16:06,2025-08-30 03:45:06,14.99,214.02,Card,1.04,3,
1134,1134,2025-08-21 06:28:51,2025-08-21 06:52:51,12.02,141.54,Card,1.45,2,
1136,1136,2025-08-30 20:19:54,2025-08-30 20:35:54,8.24,101.48,Wallet,1.01,0,
1137,1137,2025-05-21 05:11:07,2025-05-21 05:30:07,9.92,133.9,Wallet,1.34,3,
1138,1138,2025-05-17 05:54:02,2025-05-17 06:13:02,9.68,106.1,Card,1.33,2,
1139,1139,2025-04-23 16:05:35,2025-04-23 16:29:35,12.4,182.03,Card,1.35,2,
1140,1140,2025-05-11 12:29:49,2025-05-11 13:05:49,18.03,212.31,Cash,1.34,2,
1141,1141,2025-09-25 15:17:38,2025-09-25 15:19:38,1.43,14.63,Cash,1.12,2,
1142,1142,2025-05-18 20:59:51,2025-05-18 21:09:51,5.27,62.98,Wallet,1.02,3,
1143,1143,2025-04-17 07:28:00,2025-04-17 07:41:00,6.6,86.3,Wallet,1.2,0,
1144,1144,2025-05-25 21:34:41,2025-05-25 22:14:41,20.38,240.67,Cash,1.21,2,
1145,1145,2025-04-16 10:35:40,2025-04-16 10:41:40,3.35,44.97,Cash,1.33,2,
1146,1146,2025-06-17 17:24:19,2025-06-17 18:07:19,21.66,301.74,Cash,1.33,3,
1147,1147,2025-06-03 15:10:25,2025-06-03 15:54:25,22.06,324.98,Cash,1.47,1,
1149,1149,2025-06-16 18:25:04,2025-06-16 19:10:04,22.63,300.3,Card,1.49,3,
1150,1150,2025-06-20 13:28:56,2025-06-20 14:02:56,17.06,203.26,Cash,1.02,0,
1151,1151,2025-06-06 08:04:33,2025-06-06 08:27:33,11.9,170.38,Wallet,1.2,3,
1152,1152,2025-08-08 04:11:15,2025-08-08 04:32:15,10.5,131.46,Card,1.23,3,
1153,1153,2025-09-29 07:39:08,2025-09-29 07:48:08,4.61,49.94,Card,1.1,1,
1154,1154,2025-09-10 21:00:40,2025-09-10 21:26:40,13.07,173.87,Cash,1.18,3,
1155,1155,2025-09-24 20:56:22,2025-09-24 21:19:22,11.91,130.13,Card,1.05,3,
1156,1156,2025-09-06 19:57:36,2025-09-06 20:28:36,15.89,168.82,Cash,1.25,3,
1159,1159,2025-09-07 17:14:04,2025-09-07 17:17:04,1.61,20.29,Card,1.49,0,
1161,1161,2025-09-07 17:26:58,2025-09-07 18:12:58,23.21,249.69,Cash,1.41,2,
1164,1164,2025-05-12 09:39:36,2025-05-12 10:01:36,11.48,135.47,Wallet,1.11,3,
1165,1165,2025-10-05 14:39:01,2025-10-05 14:51:01,6.44,80.19,Wallet,1.46,1,
1167,1167,2025-07-30 03:44:41,2025-07-30 04:28:41,22.23,248.42,Cash,1.5,1,
1168,1168,2025-07-06 04:36:19,2025-07-06 05:04:19,14.1,141.96,Wallet,1.28,2,
1169,1169,2025-09-16 16:45:32,2025-09-16 17:33:32,24.05,345.64,Wallet,1.23,0,
1170,1170,2025-06-30 04:55:28,2025-06-30 05:29:28,17.45,257.52,Cash,1.48,0,
1171,1171,2025-05-05 10:09:28,2025-05-05 10:19:28,5.14,54.72,Cash,1.07,3,
1172,1172,2025-08-30 04:18:55,2025-08-30 05:07:55,24.96,329.67,Wallet,1.3,0,
1174,1174,2025-08-10 05:57:46,2025-08-10 06:43:46,23.12,291.44,Wallet,1.12,1,
1175,1175,2025-09-30 11:47:32,2025-09-30 12:24:32,18.57,201.81,Wallet,1.03,2,
1178,1178,2025-06-17 12:47:55,2025-06-17 13:24:55,18.69,192.06,Cash,1.32,2,
1180,1180,2025-05-16 00:09:43,2025-05-16 00:34:43,12.8,141.14,Cash,1.16,2,
1184,1184,2025-08-02 17:44:44,2025-08-02 17:46:44,1.01,12.63,Cash,1.13,2,
1185,1185,2025-07-21 12:36:41,2025-07-21 13:07:41,15.87,207.25,Card,1.08,3,
1186,1186,2025-08-23 02:42:56,2025-08-23 02:55:56,6.98,82.52,Cash,1.17,0,
1187,1187,2025-05-19 10:29:07,2025-05-19 10:33:07,2.03,24.28,Cash,1.28,3,
1189,1189,2025-08-27 08:26:39,2025-08-27 08:56:39,15.14,177.12,Wallet,1.06,1,
1190,1190,2025-05-20 01:31:13,2025-05-20 02:05:13,17.31,205.12,Cash,1.11,3,
1191,1191,2025-09-28 15:14:45,2025-09-28 16:00:45,23.03,267.05,Wallet,1.38,1,
1192,1192,2025-06-04 02:37:55,2025-06-04 03:01:55,12.02,161.58,Cash,1.05,3,
1193,1193,2025-08-11 04:43:25,2025-08-11 04:53:25,5.33,57.98,Cash,1.16,1,
1194,1194,2025-04-29 19:15:39,2025-04-29 19:36:39,10.92,155.01,Card,1.17,1,
1195,1195,2025-08-25 19:31:03,2025-08-25 19:40:03,4.97,55.24,Wallet,1.41,1,
1196,1196,2025-07-29 00:10:25,2025-07-29 00:26:25,8.14,112.4,Cash,1.17,2,
1197,1197,2025-08-19 09:09:01,2025-08-19 09:48:01,19.62,283.05,Wallet,1.41,3,
1198,1198,2025-09-20 22:45:27,2025-09-20 23:26:27,20.54,217.2,Wallet,1.43,0,
1199,1199,2025-06-18 13:31:47,2025-06-18 13:49:47,9.29,133.11,Card,1.26,2,
1201,1201,2025-06-19 11:46:54,2025-06-19 11:54:54,4.42,45.21,Wallet,1.23,2,
1202,1202,2025-05-08 14:55:42,2025-05-08 15:35:42,20.06,235.65,Wallet,1.27,3,
